stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\migue\OneDrive\Área de Trabalho\TrabalhoDePi\Quimic-Lab\Jogo 2D\x64\Debug\allegro5.cfg r
display  D   display_settings.c:400  _al_score_display_settings       [   0.04078] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04082] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04087] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04092] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04097] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04102] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04107] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04111] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04116] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04120] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04123] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04127] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04130] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04133] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.04139] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04145] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.04150] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04154] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04157] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04160] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04164] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04167] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04170] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04174] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04178] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04182] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04187] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04191] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04201] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04205] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04210] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04215] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.04220] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04224] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.04229] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04234] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04239] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04243] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04249] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04253] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04258] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04262] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04267] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04271] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04276] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04280] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04284] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04288] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04294] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04299] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.04305] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.04310] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.04314] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.04318] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04324] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.04328] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04332] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.04336] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04344] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.04348] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04352] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.04356] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04362] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.04365] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04369] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.04371] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04376] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.04381] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.04387] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.04392] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.04397] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.04402] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04407] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.04411] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04415] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.04419] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04423] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.04428] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04433] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.04437] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04441] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.04445] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04450] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.04454] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04458] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.04462] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.04466] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.04470] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.04473] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.04476] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04480] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.04486] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04490] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.04495] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04499] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.04503] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04506] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.04509] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04513] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.04516] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04520] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.04523] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04526] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.04530] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.04533] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.04537] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.04541] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.04545] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04549] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.04553] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04558] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.04565] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04572] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.04576] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04581] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.04585] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04589] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.04593] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04598] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.04603] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04607] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.04611] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.04615] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.04623] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.04627] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.04631] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04634] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.04638] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04642] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.04646] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04650] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.04653] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04656] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.04660] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04664] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.04668] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04673] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.04677] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04681] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.04685] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.04690] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.04694] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.04698] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.04703] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04707] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.04710] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04714] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.04719] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04724] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.04727] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04730] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.04734] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04739] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.04743] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04748] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.04753] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04759] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.04762] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.04766] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.04770] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.04775] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.04780] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04785] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.04791] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04795] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.04799] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04804] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.04808] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04813] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.04817] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04821] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.04824] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04828] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.04833] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04837] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.04841] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.04845] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.04849] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.04854] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.04858] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04864] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.04868] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04873] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.04877] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04881] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.04884] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04888] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.04892] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04897] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.04902] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04906] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.04910] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.04914] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.04918] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.04922] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04926] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.04930] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04934] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04939] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04942] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04947] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04951] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04956] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04960] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04966] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04974] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04979] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04983] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04988] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04993] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04998] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05002] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.05007] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05011] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.05016] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05020] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05024] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05028] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05033] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05038] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05043] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05047] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05050] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05053] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05057] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05062] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05066] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05070] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05074] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05079] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.05083] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05087] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.05092] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05097] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05102] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05109] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05114] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05118] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05122] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05126] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05131] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05136] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05141] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05144] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05148] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05154] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05159] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05163] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.05168] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05175] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.05181] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05185] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05189] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05194] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05199] Single Buffer requirement not met.
